-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 8.19672e-06 7.98918e-06
-2.7125 8.19672e-06 7.98918e-06
-2.6875 0 0
-2.6625 2.45902e-05 2.39675e-05
-2.6375 0 0
-2.6125 0 0
-2.5875 8.19672e-06 7.98918e-06
-2.5625 1.63934e-05 1.09971e-05
-2.5375 0 0
-2.5125 1.63934e-05 1.09971e-05
-2.4875 8.19672e-06 7.98918e-06
-2.4625 2.45902e-05 1.30891e-05
-2.4375 4.09836e-05 1.9655e-05
-2.4125 8.19672e-05 3.93101e-05
-2.3875 9.01639e-05 2.45218e-05
-2.3625 9.83607e-05 3.73828e-05
-2.3375 0.000180328 3.82709e-05
-2.3125 0.000237705 4.56006e-05
-2.2875 0.000245902 5.11885e-05
-2.2625 0.000319672 5.37182e-05
-2.2375 0.000483607 7.2831e-05
-2.2125 0.000680328 7.88548e-05
-2.1875 0.000860656 9.62024e-05
-2.1625 0.00117213 0.000109527
-2.1375 0.00144262 0.000128874
-2.1125 0.00211475 0.000147495
-2.0875 0.00240984 0.000223005
-2.0625 0.00318033 0.00018159
-2.0375 0.00416393 0.000270715
