0 0.50133 0.00352573
1 0.487428 0.00337896
2 0.476845 0.00323335
3 0.464921 0.00333746
4 0.454009 0.00300698
5 0.444022 0.00301361
6 0.433103 0.0031864
7 0.424742 0.0030831
8 0.415902 0.0031419
9 0.407429 0.00323583
10 0.398801 0.00321636
11 0.390306 0.00304558
12 0.383783 0.00282416
13 0.376829 0.00269707
14 0.369917 0.00261251
15 0.362884 0.00252521
16 0.356966 0.00255581
17 0.352656 0.00270502
18 0.348313 0.00238311
19 0.343154 0.00236821
20 0.337451 0.00236487
21 0.332932 0.00208365
22 0.329661 0.00187902
23 0.32551 0.00213392
24 0.320865 0.00199241
25 0.317048 0.00189984
26 0.314635 0.00182812
27 0.311367 0.0017846
28 0.308298 0.00148698
29 0.305203 0.00174133
30 0.301371 0.00198346
31 0.298494 0.00181744
32 0.296276 0.00192886
33 0.29455 0.00201894
34 0.292728 0.0017357
35 0.290855 0.00177607
36 0.288673 0.00175825
37 0.287029 0.00179236
38 0.285173 0.00179196
39 0.283106 0.00186215
40 0.281019 0.00190489
41 0.278654 0.00205889
42 0.277197 0.00207871
43 0.275393 0.00202739
44 0.273622 0.0022663
45 0.272763 0.00223433
46 0.271298 0.00240002
47 0.26977 0.00235225
48 0.268886 0.00236598
49 0.267646 0.00240729
50 0.266784 0.00229781
51 0.265181 0.00213808
52 0.26469 0.00207979
53 0.264105 0.00203927
54 0.264294 0.00197417
55 0.263156 0.00189221
56 0.262147 0.00163446
57 0.261774 0.00155907
58 0.261478 0.00154597
59 0.261008 0.00143257
60 0.260312 0.00140195
61 0.260005 0.00160152
62 0.260134 0.00159676
63 0.258962 0.00148714
64 0.25864 0.00143869
65 0.257779 0.00147806
66 0.256984 0.00128826
67 0.25614 0.00123286
68 0.256083 0.00104832
69 0.25603 0.00121185
70 0.256537 0.00118028
71 0.255968 0.00101949
72 0.255469 0.0010835
73 0.255614 0.00104074
74 0.255633 0.00116803
75 0.255636 0.0013011
76 0.255408 0.00139658
77 0.255387 0.00138432
78 0.254854 0.00121231
79 0.254648 0.00124766
80 0.253843 0.00114906
81 0.253544 0.00123551
82 0.252943 0.00117295
83 0.252586 0.00117889
84 0.252583 0.00130825
85 0.252598 0.00129753
86 0.25309 0.00131523
87 0.252802 0.0012779
