3.77569   0
3.77569   0
3.77569   0
3.77569   0
3.77569   1.57864e-09
3.77569   1.41198e-09
3.77569   1.57864e-09
3.77569   1.46154e-09
3.77569   1.36715e-09
3.77569   1.28896e-09
3.77569   1.41198e-09
3.77569   1.50518e-09
3.77569   1.57864e-09
3.77569   1.51671e-09
3.77569   1.57864e-09
3.77569   1.52511e-09
3.77569   1.47669e-09
3.77569   1.32633e-09
3.77569   1.17665e-09
3.77569   1.14527e-09
3.77569   8.64659e-10
3.77569   9.7436e-10
3.77569   6.73136e-10
3.77569   6.5834e-10
3.77569   0
3.77569   0
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
3.77569   -nan
