3.22581   0   
3.18358   0.0422226   
3.21529   0.0399905   
3.2136   0.0283275   
3.20246   0.0246091   
3.165   0.0425137   
3.17493   0.0372774   
3.20059   0.0412447   
3.2195   0.0409963   
3.18259   0.0520314   
3.1781   0.0472782   
3.15775   0.0477128   
3.15586   0.0439301   
3.14799   0.0414258   
3.14325   0.0388553   
3.14262   0.0363512   
3.13738   0.0345467   
3.13579   0.0326096   
3.13105   0.031208   
3.14209   0.0315998   
3.14445   0.0301493   
3.14468   0.0287472   
3.14173   0.0276264   
3.14345   0.0265062   
3.14207   0.0254616   
3.13575   0.0252667   
3.14137   0.0249555   
3.15059   0.0257534   
3.15378   0.025054   
3.15392   0.0242049   
3.15352   0.0234146   
3.15314   0.0226742   
3.1556   0.0221143   
3.15125   0.0218916   
3.1505   0.0212702   
3.15235   0.0207537   
3.14803   0.020642   
3.14678   0.0201299   
3.14686   0.0196071   
3.14491   0.0192094   
3.14503   0.0187353   
3.14973   0.0188794   
3.15465   0.0190807   
3.15607   0.018696   
3.1552   0.0182966   
3.15367   0.0179597   
3.15576   0.0176976   
3.15512   0.0173368   
3.15552   0.0169839   
3.1554   0.0166412   
3.15356   0.0164159   
3.15119   0.0162706   
3.15085   0.0159643   
3.15223   0.0157273   
3.15072   0.0155126   
3.1475   0.01557   
3.14626   0.0153445   
3.14734   0.0151158   
3.14548   0.0149726   
3.14281   0.0149617   
3.14639   0.0151442   
3.14489   0.0149732   
3.14745   0.0149533   
3.14908   0.0148083   
3.15026   0.0146264   
3.15089   0.0144166   
3.15099   0.0142002   
3.15171   0.0140084   
3.1494   0.0139953   
3.14871   0.0138114   
3.1477   0.013653   
3.15002   0.0136609   
3.15166   0.013572   
3.15163   0.0133873   
3.15053   0.0132534   
3.14694   0.0135617   
3.14624   0.0134028   
3.14515   0.0132747   
3.145   0.0131065   
3.14405   0.0129764   
3.14351   0.0128263   
3.14494   0.0127495   
3.14613   0.0126505   
3.14667   0.0125107   
3.14931   0.0126407   
3.14921   0.0124932   
3.1496   0.0123548   
3.14878   0.0122415   
3.15159   0.0124266   
3.15185   0.0122904   
3.15276   0.0121884   
3.15327   0.0120662   
3.15314   0.0119364   
3.15319   0.0118088   
3.15396   0.0117089   
3.1534   0.0115995   
3.15336   0.0114793   
3.15332   0.0113617   
3.15216   0.0113065   
3.15189   0.0111962   
