5.03619   0   
5.01671   0.0194729   
5.00365   0.017232   
5.0083   0.0130397   
5.00071   0.0126323   
4.99432   0.0121325   
4.99874   0.0111669   
4.99983   0.00973179   
4.99868   0.0086595   
5.00286   0.00880241   
5.00605   0.00857521   
5.00542   0.00785294   
5.00351   0.00747243   
5.0012   0.0072934   
5.0026   0.00693212   
5.0036   0.0065619   
5.00395   0.00617326   
5.00136   0.00636931   
5.00084   0.00604739   
5.00148   0.00577366   
4.99982   0.00573782   
5.00039   0.00549979   
4.9974   0.00604615   
4.9966   0.00584359   
4.99618   0.00562073   
5.00006   0.00665367   
5.00048   0.00641626   
5.00137   0.00624585   
5.00183   0.00604395   
5.00094   0.00590523   
5.00065   0.00571899   
5.00184   0.00566344   
5.00109   0.00554077   
5.0025   0.00555752   
5.00177   0.00544594   
5.00084   0.00537282   
5.00082   0.00522564   
4.99971   0.00520488   
4.99892   0.005131   
4.99911   0.00500478   
5.00009   0.00497795   
5.00038   0.0048666   
5.00099   0.0047915   
5.00147   0.00470606   
5.00137   0.00460154   
5.00294   0.00476884   
5.00405   0.00479445   
5.00386   0.00469723   
5.00511   0.0047672   
5.00424   0.00475119   
5.00493   0.00470816   
5.00573   0.00468564   
5.00592   0.00460016   
5.0059   0.00451422   
5.00668   0.00450008   
5.00684   0.00442207   
5.00615   0.00439848   
5.00542   0.00438404   
5.00411   0.00450411   
5.00419   0.00442922   
5.00425   0.00435641   
5.00416   0.00428643   
5.00453   0.00423349   
5.00474   0.00417206   
5.00515   0.0041284   
5.00463   0.00409911   
5.00438   0.00404501   
5.00416   0.00399133   
5.00399   0.00393656   
5.00391   0.00388085   
5.00376   0.0038286   
5.00327   0.00380703   
5.00373   0.00378307   
5.00368   0.00373202   
5.00336   0.00369532   
5.00378   0.00367061   
5.00297   0.00371204   
5.00253   0.00369091   
5.00281   0.00365482   
5.00278   0.00360895   
5.00264   0.00356691   
5.00273   0.00352432   
5.00218   0.00352573   
5.00183   0.00350057   
5.00189   0.00345963   
5.00267   0.00350707   
5.0022   0.0034984   
5.00117   0.00360982   
5.00077   0.00359079   
5.00058   0.00355561   
5.00048   0.00351782   
5.00099   0.00351585   
5.0014   0.00350252   
5.00194   0.00350693   
5.0021   0.00347347   
5.00211   0.00343712   
5.00238   0.00341218   
5.00253   0.00338022   
5.00274   0.0033527   
5.00343   0.00338955   
