1.48524   0   
1.50967   0.0244275   
1.4945   0.0207101   
1.49032   0.015229   
1.48175   0.0145834   
1.49124   0.0152272   
1.49816   0.0146138   
1.49539   0.0129564   
1.49246   0.0117951   
1.49104   0.0106446   
1.49182   0.00965977   
1.48843   0.00944878   
1.48265   0.0104392   
1.48606   0.0102518   
1.48484   0.009622   
1.48848   0.00970975   
1.49101   0.009463   
1.4919   0.00896635   
1.49215   0.00848499   
1.49134   0.00808972   
1.49267   0.0078091   
1.49092   0.00764909   
1.49544   0.0085944   
1.49764   0.00851548   
1.49632   0.00827379   
1.49824   0.00817896   
1.49603   0.00817365   
1.49659   0.00789616   
1.49394   0.00806857   
1.49578   0.00800922   
1.49673   0.00780514   
1.49933   0.00799204   
1.49791   0.00787586   
1.49749   0.00765219   
1.49922   0.00762818   
1.49909   0.00741437   
1.50059   0.00736604   
1.50118   0.00719392   
1.50035   0.00705626   
1.50033   0.00687763   
1.50074   0.00672083   
1.50054   0.00656187   
1.50118   0.0064391   
1.50208   0.00635533   
1.50154   0.00623607   
1.50241   0.00616021   
1.50174   0.00606521   
1.50214   0.00595143   
1.50268   0.0058539   
1.50288   0.00573909   
1.50321   0.00563502   
1.50333   0.00552675   
1.50271   0.00545677   
1.50255   0.00535707   
1.50224   0.00526803   
1.50373   0.00538454   
1.50307   0.00533012   
1.50422   0.00536083   
1.50381   0.00528507   
1.50414   0.0052067   
1.50372   0.00513712   
1.50359   0.00505547   
1.50394   0.00498688   
1.50447   0.00493689   
1.50527   0.00492647   
1.50515   0.00485275   
1.50516   0.00477978   
1.50604   0.00478951   
1.50586   0.00472302   
1.50567   0.00465895   
1.50479   0.00467517   
1.5048   0.00460978   
1.50504   0.00455236   
1.50502   0.00449045   
1.50503   0.00443017   
1.5053   0.00438024   
1.50441   0.00441354   
1.50431   0.00435781   
1.50461   0.00431263   
1.50474   0.00426045   
1.50392   0.00428694   
1.50422   0.00424484   
1.50422   0.00419339   
1.50354   0.00419806   
1.50251   0.00427483   
1.50188   0.00427106   
1.5023   0.00424253   
1.50237   0.0041945   
1.50185   0.00417868   
1.50274   0.00422658   
1.5024   0.00419377   
1.50279   0.00416619   
1.50334   0.00415816   
1.50404   0.00417153   
1.5038   0.00413442   
1.50376   0.00409131   
1.50389   0.004051   
1.50383   0.00400981   
1.50364   0.00397365   
1.50378   0.00393597   
