99.0679   99.1847   100.567
99.0114   99.3621   101.074
99.0114   99.3621   101.074
99.6933   98.1793   100.254
99.148   98.2926   99.0622
98.0726   98.9216   98.4031
98.0559   99.554   98.3515
97.4579   98.91   98.2819
97.7464   99.1088   97.2542
98.8131   99.7363   97.2588
99.2726   99.4136   97.6341
99.7132   98.4212   96.6979
99.904   99.261   95.5932
99.904   99.261   95.5932
100.939   100.347   96.367
100.034   99.2446   96.8942
101.233   98.9952   96.3329
101.327   98.4572   96.2873
100.623   97.2663   95.3345
100.028   96.3783   96.3281
100.028   96.3783   96.3281
99.2896   95.5362   96.7602
99.0424   95.1086   97.9617
98.8865   93.9445   98.8158
98.8865   93.9445   98.8158
98.8865   93.9445   98.8158
99.8298   93.4268   99.5121
99.8298   93.4268   99.5121
99.2381   94.3079   99.6302
99.2381   94.3079   99.6302
98.847   94.9502   98.4925
98.847   94.9502   98.4925
97.7517   93.9074   97.4722
98.4755   92.9413   97.0926
98.3311   94.0198   98.1205
97.2886   93.4506   99.1144
98.0896   93.8115   98.3424
97.003   92.9022   97.1394
97.003   92.9022   97.1394
97.003   92.9022   97.1394
97.246   92.2808   97.7774
97.2357   93.2379   97.4291
97.2357   93.2379   97.4291
97.2357   93.2379   97.4291
96.0009   93.6245   96.9261
96.3079   93.9481   95.9639
96.3079   93.9481   95.9639
96.3079   93.9481   95.9639
96.3079   93.9481   95.9639
96.5997   93.0829   96.0595
96.6989   92.7755   96.4618
95.9154   91.5617   96.279
95.1959   90.4072   95.8501
95.2272   90.3316   95.9002
94.1228   90.5014   96.8975
93.6104   90.734   96.2224
92.5624   89.7902   95.0289
91.6464   90.1918   94.6471
90.5678   89.0124   94.7836
91.1889   87.7842   94.5128
91.1007   87.0506   95.3035
91.1007   87.0506   95.3035
91.1007   87.0506   95.3035
90.6482   87.0324   95.8895
90.252   87.0242   96.537
90.4081   86.2612   96.9501
89.4906   86.7477   96.9255
89.3294   87.1476   96.9433
89.0535   86.1811   95.7457
88.38   86.0465   95.4129
88.1521   85.0415   96.4925
88.8304   85.4367   95.5421
89.0791   85.1621   95.7096
89.0791   85.1621   95.7096
87.8686   84.7644   95.7951
87.8686   84.7644   95.7951
87.8686   84.7644   95.7951
87.6314   84.4885   94.979
88.5578   84.0183   94.0977
88.5578   84.0183   94.0977
88.5578   84.0183   94.0977
88.3309   82.9073   95.0263
87.4403   81.758   93.8969
87.4403   81.758   93.8969
86.8622   81.1445   94.9027
85.8771   80.5966   94.044
85.8771   80.5966   94.044
85.8771   80.5966   94.044
85.7055   81.516   93.1844
85.7055   81.516   93.1844
85.7055   81.516   93.1844
85.731   81.2483   92.7724
85.731   81.2483   92.7724
86.779   81.4106   92.8766
86.779   81.4106   92.8766
86.779   81.4106   92.8766
85.8   82.0838   92.7467
86.3425   81.8769   92.7717
85.6526   82.9081   92.1186
85.6526   82.9081   92.1186
85.0113   83.609   93.1239
84.2496   82.6115   94.2684
85.0864   82.7695   93.0677
85.5467   82.6335   93.4947
85.421   81.5807   94.6857
85.421   81.5807   94.6857
86.6499   81.5348   94.1159
87.5348   80.5009   93.222
87.6777   79.6051   92.1919
86.6313   80.5579   91.8532
86.0607   79.9795   92.2633
86.4016   79.3512   91.1832
86.3858   79.3478   90.3807
87.3931   78.5888   89.8436
87.7279   78.3209   89.8736
87.7279   78.3209   89.8736
87.2186   77.4771   88.9283
86.3489   77.2447   89.9123
86.3364   78.2103   90.3778
86.2927   77.6356   90.6935
86.6144   77.6464   89.621
86.6144   77.6464   89.621
86.4054   77.7839   88.6376
85.5754   78.1404   88.1782
86.06   79.1953   87.5275
85.5929   78.8867   88.2373
84.9587   78.0284   88.7382
84.7423   77.9979   88.4718
84.7423   77.9979   88.4718
84.7423   77.9979   88.4718
84.7423   77.9979   88.4718
85.2205   78.7127   87.4249
85.4176   79.0704   86.8974
84.5359   77.9798   85.9508
85.3139   78.9881   85.5767
86.3838   78.2919   84.883
85.1501   78.2692   83.7148
86.3159   78.9793   83.8889
85.24   80.0872   84.7331
84.1674   80.1491   84.0767
83.6784   80.2923   83.7284
84.0017   79.2443   84.0096
84.0892   78.2213   82.8379
84.6537   78.5484   81.8591
85.7227   77.6072   82.9566
85.9978   76.8965   82.774
85.9964   75.9716   83.5041
86.1782   76.0305   83.2373
86.1782   76.0305   83.2373
85.6967   76.5643   82.9362
85.0238   77.779   82.2511
84.225   77.9083   82.6851
83.2424   77.874   82.5102
84.2808   78.4695   81.3885
84.2808   78.4695   81.3885
83.0905   77.9351   80.9088
83.5094   77.0781   80.3825
