1.52407   0   
1.53739   0.0133217   
1.49281   0.0452386   
1.5171   0.0401624   
1.51266   0.031425   
1.50921   0.0258885   
1.49454   0.026342   
1.49328   0.0228476   
1.49957   0.0211071   
1.50091   0.0189267   
1.49729   0.017499   
1.49578   0.0160452   
1.49889   0.0150818   
1.49381   0.014856   
1.49247   0.0138953   
1.4954   0.0133245   
1.49749   0.0126888   
1.49916   0.0120789   
1.50275   0.011977   
1.50166   0.0114147   
1.50244   0.0108858   
1.50452   0.0105853   
1.5068   0.0103685   
1.50812   0.0100148   
1.50486   0.0101454   
1.50546   0.00976591   
1.50454   0.00944263   
1.5044   0.00910013   
1.50361   0.00881644   
1.50226   0.0086234   
1.50309   0.00838118   
1.50369   0.00813792   
1.50328   0.00789848   
1.50294   0.00766996   
1.50522   0.0077876   
1.50502   0.00757089   
1.50495   0.00736376   
1.50322   0.00737312   
1.50402   0.00722644   
1.50325   0.00708565   
1.50225   0.00698186   
1.5004   0.0070606   
1.49987   0.00691463   
1.49918   0.00679084   
1.50063   0.00679296   
1.50195   0.00677404   
1.5021   0.00663012   
1.50138   0.0065307   
1.49982   0.00658343   
1.49955   0.00645605   
1.49939   0.00633031   
1.49995   0.0062333   
1.49887   0.00621037   
1.49875   0.00609547   
1.50058   0.00625943   
1.50055   0.00614675   
1.50001   0.0060618   
1.49967   0.00596582   
1.49979   0.00586498   
1.49979   0.0057664   
1.49981   0.0056711   
1.49978   0.00557897   
1.49967   0.00549072   
1.50005   0.00541773   
1.49915   0.00540856   
1.49913   0.00532605   
1.5002   0.00535362   
1.49921   0.0053648   
1.49862   0.00531995   
1.49913   0.00526826   
1.49945   0.00520343   
1.4999   0.00515015   
1.49979   0.0050802   
1.49947   0.0050217   
1.49929   0.00495762   
1.4994   0.00489333   
1.49971   0.00483906   
1.50053   0.00484751   
1.50081   0.00479352   
1.50208   0.00490276   
1.50253   0.00486198   
1.50239   0.0048043   
1.50205   0.00475842   
1.50178   0.00470882   
1.50132   0.00467643   
1.50137   0.00462203   
1.50118   0.00457252   
1.50126   0.00452099   
1.50147   0.00447493   
1.50098   0.00445172   
1.50121   0.0044082   
1.50101   0.00436442   
1.50167   0.00436696   
1.50183   0.00432326   
1.5021   0.00428627   
1.5015   0.00428384   
1.50075   0.00430635   
1.50085   0.00426352   
1.50113   0.00422931   
1.50143   0.00419726   
