           1   -0.440403   -0.440403           0
           2    -0.46896   -0.454682   0.0142784
           3   -0.444882   -0.451415  0.00886721
           4   -0.453353     -0.4519  0.00628875
           5   -0.449098   -0.451339  0.00490337
           6   -0.452101   -0.451466  0.00400559
           7   -0.429957   -0.448393  0.00457187
           8   -0.437769   -0.447065  0.00417616
           9   -0.447678   -0.447133  0.00368366
          10   -0.452968   -0.447717  0.00334603
          11   -0.446745   -0.447629  0.00302789
          12   -0.445165   -0.447423  0.00277169
          13   -0.439877   -0.446843  0.00261483
          14   -0.448248   -0.446943  0.00242294
          15   -0.444256   -0.446764  0.00226274
          16   -0.438612   -0.446255  0.00217705
          17   -0.432836   -0.445465  0.00219202
          18   -0.437829   -0.445041  0.00210975
          19   -0.437316   -0.444634  0.00203662
          20   -0.416803   -0.443243  0.00238106
          21   -0.435891   -0.442893  0.00229173
          22   -0.445498   -0.443011  0.00218829
          23   -0.444185   -0.443062   0.0020916
          24   -0.437821   -0.442844  0.00201443
          25   -0.442978   -0.442849  0.00193218
          26   -0.451216   -0.443171  0.00188407
          27   -0.448616   -0.443373  0.00182413
          28   -0.435351   -0.443086  0.00178097
          29   -0.430433    -0.44265  0.00177298
          30   -0.453078   -0.442998  0.00174777
          31   -0.437339   -0.442815  0.00170028
          32    -0.45477   -0.443189  0.00168815
          33   -0.428111   -0.442732  0.00169879
          34   -0.446813   -0.442852  0.00165243
          35   -0.437416   -0.442696  0.00161203
          36   -0.443148   -0.442709  0.00156666
          37   -0.429479   -0.442351  0.00156512
          38     -0.4377   -0.442229  0.00152829
          39   -0.450983   -0.442453  0.00150541
          40   -0.427876   -0.442089  0.00151188
          41   -0.444398   -0.442145  0.00147562
          42   -0.438316   -0.442054  0.00144294
          43   -0.445533   -0.442135   0.0014113
          44   -0.450213   -0.442319  0.00139102
          45   -0.454057    -0.44258  0.00138455
          46   -0.455384   -0.442858  0.00138244
          47    -0.44673    -0.44294  0.00135521
          48   -0.451748   -0.443124  0.00133931
          49   -0.447273   -0.443208  0.00131442
          50   -0.437404   -0.443092  0.00129308
          51   -0.443703   -0.443104  0.00126753
          52   -0.432954   -0.442909  0.00125815
          53   -0.439593   -0.442847  0.00123577
          54   -0.436205   -0.442724  0.00121889
          55   -0.440778   -0.442688  0.00119704
          56   -0.447896   -0.442781  0.00117915
          57   -0.435006   -0.442645  0.00116628
          58   -0.441417   -0.442624  0.00114619
          59   -0.439818   -0.442576   0.0011276
          60   -0.443522   -0.442592  0.00110876
          61   -0.442282   -0.442587  0.00109044
          62   -0.443248   -0.442597  0.00107276
          63   -0.450118   -0.442717  0.00106233
          64   -0.429211   -0.442506  0.00106668
          65   -0.451051   -0.442637  0.00105834
          66   -0.447488   -0.442711  0.00104477
          67   -0.449434   -0.442811  0.00103394
          68   -0.428307   -0.442598  0.00104071
          69    -0.44934   -0.442696  0.00103016
          70   -0.458667   -0.442924  0.00104066
          71   -0.433803   -0.442795  0.00103391
          72    -0.44595   -0.442839  0.00102039
          73   -0.460243   -0.443077  0.00103417
          74   -0.445287   -0.443107  0.00102054
          75   -0.451821   -0.443223  0.00101352
          76   -0.443302   -0.443225  0.00100009
          77   -0.452566   -0.443346 0.000994449
          78   -0.453806    -0.44348 0.000990735
          79   -0.440404   -0.443441 0.000978888
          80   -0.443754   -0.443445 0.000966583
          81   -0.434214   -0.443331 0.000961354
          82   -0.445992   -0.443363 0.000950112
          83   -0.449166   -0.443433 0.000941195
          84   -0.444546   -0.443447 0.000930017
          85   -0.452112   -0.443549 0.000924648
          86   -0.451261   -0.443638 0.000918223
          87   -0.419812   -0.443364 0.000948025
          88   -0.457391   -0.443524 0.000950647
          89   -0.448286   -0.443577 0.000941427
          90   -0.430293    -0.44343 0.000942538
          91   -0.434208   -0.443328 0.000937615
          92   -0.458553   -0.443494 0.000942017
          93   -0.443981   -0.443499 0.000931848
          94   -0.442364   -0.443487  0.00092196
          95   -0.444829   -0.443501 0.000912313
          96   -0.443758   -0.443504 0.000902764
          97   -0.442043   -0.443489 0.000893536
          98   -0.453157   -0.443587 0.000889857
          99   -0.443214   -0.443584 0.000880831
         100   -0.447105   -0.443619 0.000872689
